scenario_id,phase,arm,replicate,n_orders,hold_n,move_n,support_n,reasoning_len,order_set
s25,midgame,control,2,2,0,1,1,1112,shangdang|support|zheng|han|move;yewang|move|zheng||
s25,midgame,control,3,2,0,1,1,1160,shangdang|support|zheng|han|move;yewang|move|zheng||
s25,midgame,control,4,2,0,1,1,1026,shangdang|support|zheng|han|move;yewang|move|zheng||
s25,midgame,control,5,2,0,1,1,1740,shangdang|support|zheng|han|move;yewang|move|zheng||
s25,midgame,control,6,2,0,1,1,1227,shangdang|support|zheng|han|move;yewang|move|zheng||
s25,midgame,control,7,2,0,1,1,1144,shangdang|support|zheng|han|move;yewang|move|zheng||
s25,midgame,tarot,0,2,0,1,1,1339,shangdang|move|zheng||;yewang|support|zheng|han|move
s25,midgame,tarot,1,2,2,0,0,1594,shangdang|hold|||;yewang|hold|||
s25,midgame,tarot,2,2,1,0,1,1397,shangdang|hold|||;yewang|support|zheng|wei|hold
s25,midgame,tarot,3,2,1,0,1,1451,shangdang|hold|||;yewang|support|zheng|wei|hold
s25,midgame,tarot,4,2,0,1,1,1576,shangdang|move|zheng||;yewang|support|zheng|han|move
s25,midgame,tarot,5,2,0,1,1,1357,shangdang|support|zheng|han|move;yewang|move|zheng||
s25,midgame,tarot,6,2,1,0,1,1257,shangdang|hold|||;yewang|support|zheng|wei|hold
s25,midgame,tarot,7,2,1,0,1,1189,shangdang|hold|||;yewang|support|zheng|wei|hold
s25,midgame,yarrow,0,2,0,1,1,1702,shangdang|support|zheng|han|move;yewang|move|zheng||
s25,midgame,yarrow,1,2,2,0,0,1354,shangdang|hold|||;yewang|hold|||
s25,midgame,yarrow,2,2,0,1,1,1522,shangdang|support|zheng|han|move;yewang|move|zheng||
s25,midgame,yarrow,3,2,1,0,1,1270,shangdang|hold|||;yewang|support|zheng|wei|hold
s25,midgame,yarrow,4,2,0,1,1,1670,shangdang|move|zheng||;yewang|support|zheng|han|move
s25,midgame,yarrow,5,2,0,1,1,1666,shangdang|move|zheng||;yewang|support|zheng|han|move
s25,midgame,yarrow,6,2,0,1,1,1589,shangdang|support|zheng|han|move;yewang|move|zheng||
s25,midgame,yarrow,7,2,0,1,1,1254,shangdang|move|zheng||;yewang|support|zheng|han|move
s26,midgame,control,0,1,0,0,1,993,luoyang|support|zheng|qin|hold
s26,midgame,control,1,1,1,0,0,775,luoyang|hold|||
s26,midgame,control,2,1,0,0,1,788,luoyang|support|daliang|wei|move
s26,midgame,control,3,1,1,0,0,688,luoyang|hold|||
s26,midgame,control,4,1,0,0,1,1684,luoyang|support|daliang|chu|hold
s26,midgame,control,5,1,1,0,0,821,luoyang|hold|||
s26,midgame,control,6,1,1,0,0,1027,luoyang|hold|||
s26,midgame,control,7,1,1,0,0,767,luoyang|hold|||
s26,midgame,tarot,0,1,1,0,0,1363,luoyang|hold|||
s26,midgame,tarot,1,1,0,0,1,1324,luoyang|support|zheng|qin|hold
s26,midgame,tarot,2,1,1,0,0,1345,luoyang|hold|||
s26,midgame,tarot,3,1,1,0,0,1287,luoyang|hold|||
s26,midgame,tarot,4,1,1,0,0,1268,luoyang|hold|||
s26,midgame,tarot,5,1,1,0,0,1348,luoyang|hold|||
s26,midgame,tarot,6,1,0,1,0,1312,luoyang|move|zheng||
s26,midgame,tarot,7,1,1,0,0,918,luoyang|hold|||
s26,midgame,yarrow,0,1,0,1,0,1022,luoyang|move|nanyang||
s26,midgame,yarrow,1,1,1,0,0,1308,luoyang|hold|||
s26,midgame,yarrow,2,1,0,0,1,1100,luoyang|support|zheng|qin|hold
s26,midgame,yarrow,3,1,1,0,0,1083,luoyang|hold|||
s26,midgame,yarrow,4,1,1,0,0,1290,luoyang|hold|||
s26,midgame,yarrow,5,1,1,0,0,1263,luoyang|hold|||
s26,midgame,yarrow,6,1,1,0,0,982,luoyang|hold|||
s26,midgame,yarrow,7,1,1,0,0,909,luoyang|hold|||
s27,endgame,control,0,1,0,0,1,876,shangdang|support|taihang|chu|hold
s27,endgame,control,1,1,1,0,0,608,shangdang|hold|||
s27,endgame,control,2,1,1,0,0,772,shangdang|hold|||
s27,endgame,control,3,1,1,0,0,543,shangdang|hold|||
s27,endgame,control,4,1,1,0,0,801,shangdang|hold|||
s27,endgame,control,5,1,1,0,0,686,shangdang|hold|||
s27,endgame,control,6,1,1,0,0,806,shangdang|hold|||
s27,endgame,control,7,1,1,0,0,632,shangdang|hold|||
s27,endgame,tarot,0,1,1,0,0,1419,shangdang|hold|||
s27,endgame,tarot,1,1,1,0,0,1145,shangdang|hold|||
s27,endgame,tarot,2,1,0,0,1,1434,shangdang|support|taihang|chu|hold
s27,endgame,tarot,3,1,1,0,0,1237,shangdang|hold|||
s27,endgame,tarot,4,1,0,0,1,1300,shangdang|support|taihang|chu|hold
s27,endgame,tarot,5,1,0,0,1,1077,shangdang|support|taihang|chu|hold
s27,endgame,tarot,6,1,1,0,0,1078,shangdang|hold|||
s27,endgame,tarot,7,1,1,0,0,1181,shangdang|hold|||
s27,endgame,yarrow,0,1,1,0,0,1202,shangdang|hold|||
s27,endgame,yarrow,1,1,1,0,0,1255,shangdang|hold|||
s27,endgame,yarrow,2,1,0,0,1,965,shangdang|support|taihang|chu|hold
s27,endgame,yarrow,3,1,1,0,0,1124,shangdang|hold|||
s27,endgame,yarrow,4,1,1,0,0,916,shangdang|hold|||
s27,endgame,yarrow,5,1,1,0,0,1063,shangdang|hold|||
s27,endgame,yarrow,6,1,1,0,0,1172,shangdang|hold|||
s27,endgame,yarrow,7,1,1,0,0,938,shangdang|hold|||
s28,endgame,control,0,3,2,0,1,1238,daliang|hold|||;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,control,1,3,2,0,1,1057,daliang|hold|||;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,control,2,3,2,0,1,1460,daliang|hold|||;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,control,3,3,2,0,1,1352,daliang|hold|||;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,control,4,3,1,0,2,1132,daliang|support|zheng|han|hold;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,control,5,3,1,0,2,2063,daliang|support|zheng|han|hold;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,control,6,3,1,0,2,1856,daliang|support|zheng|han|hold;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,control,7,3,2,0,1,1211,daliang|hold|||;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,tarot,0,3,2,0,1,1552,daliang|hold|||;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,tarot,1,3,2,0,1,1370,daliang|hold|||;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,tarot,2,3,2,0,1,1321,daliang|hold|||;luoyang|hold|||;zheng|support|daliang|han|hold
s28,endgame,tarot,3,3,1,0,2,1984,daliang|support|zheng|han|hold;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,tarot,4,3,1,1,1,1580,daliang|hold|||;luoyang|support|nanyang|han|move;zheng|move|nanyang||
s28,endgame,tarot,5,3,2,0,1,1673,daliang|hold|||;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,tarot,6,3,2,0,1,2051,daliang|hold|||;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,tarot,7,3,2,0,1,1431,daliang|hold|||;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,yarrow,0,3,2,0,1,1456,daliang|hold|||;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,yarrow,1,3,2,0,1,1587,daliang|hold|||;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,yarrow,2,3,2,0,1,1614,daliang|hold|||;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,yarrow,3,3,2,0,1,1609,daliang|hold|||;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,yarrow,4,3,2,0,1,2073,daliang|support|zheng|han|hold;luoyang|hold|||;zheng|hold|||
s28,endgame,yarrow,5,3,1,0,2,1839,daliang|support|zheng|han|hold;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,yarrow,6,3,1,0,2,1898,daliang|support|zheng|han|hold;luoyang|support|zheng|han|hold;zheng|hold|||
s28,endgame,yarrow,7,3,0,1,2,1376,daliang|support|zheng|han|hold;luoyang|move|nanyang||;zheng|support|nanyang|han|move
s29,endgame,control,0,2,1,0,1,1004,luoyang|hold|||;zheng|support|luoyang|han|hold
s29,endgame,control,1,2,1,0,1,1396,luoyang|support|zheng|han|hold;zheng|hold|||
s29,endgame,control,2,2,1,0,1,997,luoyang|support|zheng|han|hold;zheng|hold|||
s29,endgame,control,3,2,1,0,1,1053,luoyang|hold|||;zheng|support|luoyang|han|hold
s29,endgame,control,4,2,1,0,1,1002,luoyang|hold|||;zheng|support|luoyang|han|hold
s29,endgame,control,5,2,1,0,1,1216,luoyang|hold|||;zheng|support|shangdang|zhao|hold
s29,endgame,control,6,2,1,0,1,967,luoyang|hold|||;zheng|support|luoyang|han|hold
s29,endgame,control,7,2,1,0,1,1012,luoyang|support|zheng|han|hold;zheng|hold|||
s29,endgame,tarot,0,2,1,0,1,1493,luoyang|support|zheng|han|hold;zheng|hold|||
s29,endgame,tarot,1,2,0,1,1,1651,luoyang|move|daliang||;zheng|support|daliang|han|move
s29,endgame,tarot,2,2,0,1,1,1577,luoyang|support|daliang|han|move;zheng|move|daliang||
s29,endgame,tarot,3,2,1,0,1,1298,luoyang|support|zheng|han|hold;zheng|hold|||
s29,endgame,tarot,4,2,1,0,1,1378,luoyang|support|zheng|han|hold;zheng|hold|||
s29,endgame,tarot,5,2,0,1,1,1584,luoyang|support|daliang|han|move;zheng|move|daliang||
s29,endgame,tarot,6,2,1,0,1,1938,luoyang|support|zheng|han|hold;zheng|hold|||
s29,endgame,tarot,7,2,1,0,1,1492,luoyang|hold|||;zheng|support|luoyang|han|hold
s29,endgame,yarrow,0,2,1,0,1,1291,luoyang|hold|||;zheng|support|luoyang|han|hold
s29,endgame,yarrow,1,2,1,0,1,1537,luoyang|hold|||;zheng|support|luoyang|han|hold
s29,endgame,yarrow,2,2,1,0,1,1421,luoyang|hold|||;zheng|support|luoyang|han|hold
s29,endgame,yarrow,3,2,0,1,1,1781,luoyang|move|daliang||;zheng|support|daliang|han|move
s29,endgame,yarrow,4,2,2,0,0,1170,luoyang|hold|||;zheng|hold|||
s29,endgame,yarrow,5,2,1,0,1,1516,luoyang|support|zheng|han|hold;zheng|hold|||
s29,endgame,yarrow,6,2,1,0,1,1394,luoyang|support|zheng|han|hold;zheng|hold|||
s29,endgame,yarrow,7,2,1,0,1,1654,luoyang|support|zheng|han|hold;zheng|hold|||
s30,endgame,control,0,1,0,0,1,796,shangdang|support|taihang|yan|hold
s30,endgame,control,1,1,1,0,0,840,shangdang|hold|||
s30,endgame,control,2,1,0,0,1,830,shangdang|support|taihang|yan|hold
s30,endgame,control,3,1,1,0,0,850,shangdang|hold|||
s30,endgame,control,4,1,0,0,1,1051,shangdang|support|taihang|yan|hold
s30,endgame,control,5,1,1,0,0,797,shangdang|hold|||
s30,endgame,control,6,1,1,0,0,801,shangdang|hold|||
s30,endgame,control,7,1,0,0,1,882,shangdang|support|taihang|yan|hold
s30,endgame,tarot,0,1,0,0,1,1247,shangdang|support|taihang|yan|hold
s30,endgame,tarot,1,1,1,0,0,1182,shangdang|hold|||
s30,endgame,tarot,2,1,1,0,0,1383,shangdang|hold|||
s30,endgame,tarot,3,1,1,0,0,1133,shangdang|hold|||
s30,endgame,tarot,4,1,1,0,0,1512,shangdang|hold|||
s30,endgame,tarot,5,1,1,0,0,1176,shangdang|hold|||
s30,endgame,tarot,6,1,1,0,0,1234,shangdang|hold|||
s30,endgame,tarot,7,1,1,0,0,1323,shangdang|hold|||
s30,endgame,yarrow,0,1,0,0,1,1220,shangdang|support|taihang|yan|hold
s30,endgame,yarrow,1,1,1,0,0,1111,shangdang|hold|||
s30,endgame,yarrow,2,1,1,0,0,1247,shangdang|hold|||
s30,endgame,yarrow,3,1,1,0,0,931,shangdang|hold|||
s30,endgame,yarrow,4,1,1,0,0,1914,shangdang|hold|||
s30,endgame,yarrow,5,1,1,0,0,1240,shangdang|hold|||
s30,endgame,yarrow,6,1,0,0,1,1300,shangdang|support|taihang|yan|hold
s30,endgame,yarrow,7,1,1,0,0,886,shangdang|hold|||
s31,endgame,control,0,2,0,1,1,1091,daliang|support|zheng|han|move;luoyang|move|zheng||
s31,endgame,control,1,2,0,0,2,1027,daliang|support|luoyang|han|hold;luoyang|support|daliang|han|hold
s31,endgame,control,2,2,1,0,1,1038,daliang|hold|||;luoyang|support|daliang|han|hold
s31,endgame,control,3,2,1,0,1,1170,daliang|hold|||;luoyang|support|daliang|han|hold
s31,endgame,control,4,2,1,0,1,1074,daliang|hold|||;luoyang|support|daliang|han|hold
s31,endgame,control,5,2,0,0,2,1273,daliang|support|luoyang|han|hold;luoyang|support|daliang|han|hold
s31,endgame,control,6,2,1,0,1,1781,daliang|hold|||;luoyang|support|daliang|han|hold
s31,endgame,control,7,2,1,0,1,1758,daliang|hold|||;luoyang|support|daliang|han|hold
s31,endgame,tarot,0,2,0,1,1,1257,daliang|move|zheng||;luoyang|support|zheng|han|move
s31,endgame,tarot,1,2,1,0,1,1536,daliang|hold|||;luoyang|support|daliang|han|hold
s31,endgame,tarot,2,2,0,0,2,1311,daliang|support|luoyang|han|hold;luoyang|support|daliang|han|hold
s31,endgame,tarot,3,2,1,0,1,1485,daliang|hold|||;luoyang|support|daliang|han|hold
s31,endgame,tarot,4,2,0,1,1,1553,daliang|move|zheng||;luoyang|support|zheng|han|move
s31,endgame,tarot,5,2,1,0,1,1239,daliang|hold|||;luoyang|support|daliang|han|hold
s31,endgame,tarot,6,2,1,0,1,1656,daliang|hold|||;luoyang|support|daliang|han|hold
s31,endgame,tarot,7,2,1,0,1,1287,daliang|hold|||;luoyang|support|daliang|han|hold
s31,endgame,yarrow,0,2,1,0,1,1308,daliang|hold|||;luoyang|support|daliang|han|hold
s31,endgame,yarrow,1,2,1,0,1,1351,daliang|hold|||;luoyang|support|daliang|han|hold
s31,endgame,yarrow,2,2,0,1,1,1675,daliang|support|zheng|han|move;luoyang|move|zheng||
s31,endgame,yarrow,3,2,0,1,1,1882,daliang|support|zheng|han|move;luoyang|move|zheng||
s31,endgame,yarrow,4,2,2,0,0,1676,daliang|hold|||;luoyang|hold|||
s31,endgame,yarrow,5,2,1,0,1,1256,daliang|hold|||;luoyang|support|daliang|han|hold
s31,endgame,yarrow,6,2,2,0,0,1610,daliang|hold|||;luoyang|hold|||
s31,endgame,yarrow,7,2,1,0,1,1533,daliang|hold|||;luoyang|support|daliang|han|hold
s32,endgame,control,0,1,1,0,0,724,luoyang|hold|||
s32,endgame,control,1,1,1,0,0,913,luoyang|hold|||
s32,endgame,control,2,1,1,0,0,867,luoyang|hold|||
s32,endgame,control,3,1,1,0,0,1005,luoyang|hold|||
s32,endgame,control,4,1,1,0,0,703,luoyang|hold|||
s32,endgame,control,5,1,1,0,0,1682,luoyang|hold|||
s32,endgame,control,6,1,1,0,0,570,luoyang|hold|||
s32,endgame,control,7,1,1,0,0,795,luoyang|hold|||
s32,endgame,tarot,0,1,1,0,0,1470,luoyang|hold|||
s32,endgame,tarot,1,1,1,0,0,1432,luoyang|hold|||
s32,endgame,tarot,2,1,1,0,0,1169,luoyang|hold|||
s32,endgame,tarot,3,1,0,0,1,1310,luoyang|support|zheng|zhao|move
s32,endgame,tarot,4,1,1,0,0,1436,luoyang|hold|||
s32,endgame,tarot,5,1,0,0,1,1761,luoyang|support|zheng|zhao|move
s32,endgame,tarot,6,1,0,0,1,1136,luoyang|support|daliang|qi|hold
s32,endgame,tarot,7,1,1,0,0,1225,luoyang|hold|||
s32,endgame,yarrow,0,1,1,0,0,1210,luoyang|hold|||
s32,endgame,yarrow,1,1,1,0,0,1199,luoyang|hold|||
s32,endgame,yarrow,2,1,1,0,0,1073,luoyang|hold|||
s32,endgame,yarrow,3,1,0,0,1,1300,luoyang|support|daliang|qi|hold
s32,endgame,yarrow,4,1,0,0,1,1215,luoyang|support|daliang|qi|hold
s32,endgame,yarrow,5,1,0,0,1,1054,luoyang|support|daliang|qi|hold
s32,endgame,yarrow,6,1,1,0,0,805,luoyang|hold|||
s32,endgame,yarrow,7,1,1,0,0,982,luoyang|hold|||
s33,endgame,control,0,1,1,0,0,822,shangdang|hold|||
s33,endgame,control,1,1,1,0,0,789,shangdang|hold|||
s33,endgame,control,2,1,1,0,0,830,shangdang|hold|||
s33,endgame,control,3,1,1,0,0,764,shangdang|hold|||
s33,endgame,control,4,1,1,0,0,883,shangdang|hold|||
s33,endgame,control,5,1,1,0,0,610,shangdang|hold|||
s33,endgame,control,6,1,1,0,0,750,shangdang|hold|||
s33,endgame,control,7,1,1,0,0,662,shangdang|hold|||
s33,endgame,tarot,0,1,1,0,0,1235,shangdang|hold|||
s33,endgame,tarot,1,1,1,0,0,1464,shangdang|hold|||
s33,endgame,tarot,2,1,1,0,0,1284,shangdang|hold|||
s33,endgame,tarot,3,1,1,0,0,1277,shangdang|hold|||
s33,endgame,tarot,4,1,1,0,0,1356,shangdang|hold|||
s33,endgame,tarot,5,1,1,0,0,1324,shangdang|hold|||
s33,endgame,tarot,6,1,1,0,0,1090,shangdang|hold|||
s33,endgame,tarot,7,1,1,0,0,904,shangdang|hold|||
s33,endgame,yarrow,0,1,1,0,0,1199,shangdang|hold|||
s33,endgame,yarrow,1,1,1,0,0,1073,shangdang|hold|||
s33,endgame,yarrow,2,1,0,0,1,1032,shangdang|support|taihang|zhao|hold
s33,endgame,yarrow,3,1,1,0,0,1089,shangdang|hold|||
s33,endgame,yarrow,4,1,1,0,0,1118,shangdang|hold|||
s33,endgame,yarrow,5,1,1,0,0,1117,shangdang|hold|||
s33,endgame,yarrow,6,1,1,0,0,865,shangdang|hold|||
s33,endgame,yarrow,7,1,1,0,0,1132,shangdang|hold|||
s34,endgame,control,0,1,1,0,0,801,shangcai|hold|||
s34,endgame,control,1,1,1,0,0,992,shangcai|hold|||
s34,endgame,control,2,1,1,0,0,727,shangcai|hold|||
s34,endgame,control,3,1,1,0,0,529,shangcai|hold|||
s34,endgame,control,4,1,1,0,0,515,shangcai|hold|||
s34,endgame,control,5,1,1,0,0,743,shangcai|hold|||
s34,endgame,control,6,1,0,0,1,747,shangcai|support|huai_river|chu|hold
s34,endgame,control,7,1,1,0,0,750,shangcai|hold|||
s34,endgame,tarot,0,1,1,0,0,900,shangcai|hold|||
s34,endgame,tarot,1,1,1,0,0,1246,shangcai|hold|||
s34,endgame,tarot,2,1,1,0,0,971,shangcai|hold|||
s34,endgame,tarot,3,1,0,0,1,1080,shangcai|support|zheng|wei|move
s34,endgame,tarot,4,1,1,0,0,1298,shangcai|hold|||
s34,endgame,tarot,5,1,1,0,0,1322,shangcai|hold|||
s34,endgame,tarot,6,1,0,1,0,1152,shangcai|move|zheng||
s34,endgame,tarot,7,1,1,0,0,1050,shangcai|hold|||
s34,endgame,yarrow,0,1,1,0,0,1319,shangcai|hold|||
s34,endgame,yarrow,1,1,1,0,0,1048,shangcai|hold|||
s34,endgame,yarrow,2,1,1,0,0,1108,shangcai|hold|||
s34,endgame,yarrow,3,1,1,0,0,935,shangcai|hold|||
s34,endgame,yarrow,4,1,1,0,0,1114,shangcai|hold|||
s34,endgame,yarrow,5,1,1,0,0,1369,shangcai|hold|||
s34,endgame,yarrow,6,1,1,0,0,1131,shangcai|hold|||
s34,endgame,yarrow,7,1,1,0,0,1286,shangcai|hold|||
s35,endgame,control,0,1,1,0,0,849,shangdang|hold|||
s35,endgame,control,1,1,1,0,0,774,shangdang|hold|||
s35,endgame,control,2,1,1,0,0,732,shangdang|hold|||
s35,endgame,control,3,1,1,0,0,770,shangdang|hold|||
s35,endgame,control,4,1,1,0,0,775,shangdang|hold|||
s35,endgame,control,5,1,1,0,0,570,shangdang|hold|||
s35,endgame,control,6,1,1,0,0,789,shangdang|hold|||
s35,endgame,control,7,1,1,0,0,647,shangdang|hold|||
s35,endgame,tarot,0,1,1,0,0,1162,shangdang|hold|||
s35,endgame,tarot,1,1,1,0,0,1178,shangdang|hold|||
s35,endgame,tarot,2,1,1,0,0,1115,shangdang|hold|||
s35,endgame,tarot,3,1,0,0,1,1253,shangdang|support|zheng|chu|hold
s35,endgame,tarot,4,1,1,0,0,1262,shangdang|hold|||
s35,endgame,tarot,5,1,1,0,0,1140,shangdang|hold|||
s35,endgame,tarot,6,1,1,0,0,1334,shangdang|hold|||
s35,endgame,tarot,7,1,1,0,0,1318,shangdang|hold|||
s35,endgame,yarrow,0,1,1,0,0,1226,shangdang|hold|||
s35,endgame,yarrow,1,1,1,0,0,1029,shangdang|hold|||
s35,endgame,yarrow,2,1,1,0,0,1164,shangdang|hold|||
s35,endgame,yarrow,3,1,1,0,0,1249,shangdang|hold|||
s35,endgame,yarrow,4,1,1,0,0,1250,shangdang|hold|||
s35,endgame,yarrow,5,1,1,0,0,1173,shangdang|hold|||
s35,endgame,yarrow,6,1,1,0,0,1174,shangdang|hold|||
s35,endgame,yarrow,7,1,1,0,0,1156,shangdang|hold|||
s36,endgame,control,0,3,1,0,2,1402,shangcai|hold|||;shangdang|support|zheng|han|hold;zheng|support|shangcai|han|hold
s36,endgame,control,1,3,2,0,1,1596,shangcai|hold|||;shangdang|support|zheng|han|hold;zheng|hold|||
s36,endgame,control,2,3,2,0,1,1315,shangcai|hold|||;shangdang|support|zheng|han|hold;zheng|hold|||
s36,endgame,control,3,3,2,0,1,1167,shangcai|hold|||;shangdang|hold|||;zheng|support|shangcai|han|hold
s36,endgame,control,4,3,2,0,1,1204,shangcai|support|zheng|han|hold;shangdang|hold|||;zheng|hold|||
s36,endgame,control,5,3,2,0,1,1454,shangcai|hold|||;shangdang|support|zheng|han|hold;zheng|hold|||
s36,endgame,control,6,3,1,0,2,2010,shangcai|support|zheng|han|hold;shangdang|support|zheng|han|hold;zheng|hold|||
s36,endgame,control,7,3,2,0,1,1376,shangcai|hold|||;shangdang|support|zheng|han|hold;zheng|hold|||
s36,endgame,tarot,0,3,1,0,2,2323,shangcai|support|zheng|han|hold;shangdang|support|zheng|han|hold;zheng|hold|||
s36,endgame,tarot,1,3,2,0,1,1549,shangcai|hold|||;shangdang|support|zheng|han|hold;zheng|hold|||
s36,endgame,tarot,2,3,2,0,1,1586,shangcai|hold|||;shangdang|support|zheng|han|hold;zheng|hold|||
s36,endgame,tarot,3,3,2,0,1,1534,shangcai|hold|||;shangdang|support|zheng|han|hold;zheng|hold|||
s36,endgame,tarot,4,3,1,1,1,1386,shangcai|support|zheng|han|hold;shangdang|move|taihang_north||;zheng|hold|||
s36,endgame,tarot,5,3,2,0,1,1632,shangcai|support|zheng|han|hold;shangdang|hold|||;zheng|hold|||
s36,endgame,tarot,6,3,1,0,2,1098,shangcai|support|zheng|han|hold;shangdang|support|zheng|han|hold;zheng|hold|||
s36,endgame,tarot,7,3,1,0,2,1845,shangcai|support|zheng|han|hold;shangdang|support|zheng|han|hold;zheng|hold|||
s36,endgame,yarrow,0,3,2,0,1,1582,shangcai|hold|||;shangdang|support|zheng|han|hold;zheng|hold|||
s36,endgame,yarrow,1,3,2,0,1,1608,shangcai|support|zheng|han|hold;shangdang|hold|||;zheng|hold|||
s36,endgame,yarrow,2,3,1,1,1,1542,shangcai|support|zheng|han|hold;shangdang|move|taihang_north||;zheng|hold|||
s36,endgame,yarrow,3,3,1,1,1,1494,shangcai|support|zheng|han|hold;shangdang|move|taihang_north||;zheng|hold|||
s36,endgame,yarrow,4,3,2,0,1,1679,shangcai|support|zheng|han|hold;shangdang|hold|||;zheng|hold|||
s36,endgame,yarrow,5,3,1,0,2,1874,shangcai|support|zheng|han|hold;shangdang|support|zheng|han|hold;zheng|hold|||
s36,endgame,yarrow,6,3,2,0,1,1599,shangcai|hold|||;shangdang|support|zheng|han|hold;zheng|hold|||
s36,endgame,yarrow,7,3,2,0,1,1699,shangcai|support|zheng|han|hold;shangdang|hold|||;zheng|hold|||
s37,endgame,control,0,2,1,0,1,977,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,control,1,2,1,0,1,1530,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,control,2,2,1,0,1,1053,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,control,3,2,1,0,1,1223,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,control,4,2,1,0,1,1173,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,control,5,2,0,0,2,1257,shangdang|support|zheng|han|hold;zheng|support|shangdang|han|hold
s37,endgame,control,6,2,1,0,1,2068,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,control,7,2,1,0,1,1184,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,tarot,0,2,0,0,2,1571,shangdang|support|zheng|han|hold;zheng|support|shangdang|han|hold
s37,endgame,tarot,1,2,1,0,1,1783,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,tarot,2,2,1,0,1,1311,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,tarot,3,2,1,0,1,1544,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,tarot,4,2,0,0,2,1627,shangdang|support|zheng|han|hold;zheng|support|shangdang|han|hold
s37,endgame,tarot,5,2,1,0,1,1483,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,tarot,6,2,1,1,0,1067,shangdang|hold|||;zheng|move|luoyang||
s37,endgame,tarot,7,2,1,0,1,1628,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,yarrow,0,2,1,1,0,1516,shangdang|hold|||;zheng|move|shangcai||
s37,endgame,yarrow,1,2,1,0,1,1708,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,yarrow,2,2,1,0,1,1514,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,yarrow,3,2,1,0,1,1441,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,yarrow,4,2,1,0,1,1488,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,yarrow,5,2,1,0,1,1347,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,yarrow,6,2,1,0,1,1451,shangdang|support|zheng|han|hold;zheng|hold|||
s37,endgame,yarrow,7,2,1,0,1,1345,shangdang|support|zheng|han|hold;zheng|hold|||
s38,endgame,control,0,1,0,0,1,1465,shangcai|support|zheng|wei|hold
s38,endgame,control,1,1,1,0,0,820,shangcai|hold|||
s38,endgame,control,2,1,0,0,1,873,shangcai|support|zheng|wei|hold
s38,endgame,control,3,1,1,0,0,689,shangcai|hold|||
s38,endgame,control,4,1,1,0,0,586,shangcai|hold|||
s38,endgame,control,5,1,1,0,0,565,shangcai|hold|||
s38,endgame,control,6,1,1,0,0,597,shangcai|hold|||
s38,endgame,control,7,1,1,0,0,783,shangcai|hold|||
s38,endgame,tarot,0,1,0,1,0,1093,shangcai|move|zheng||
s38,endgame,tarot,1,1,1,0,0,1179,shangcai|hold|||
s38,endgame,tarot,2,1,1,0,0,1100,shangcai|hold|||
s38,endgame,tarot,3,1,1,0,0,1403,shangcai|hold|||
s38,endgame,tarot,4,1,1,0,0,1280,shangcai|hold|||
s38,endgame,tarot,5,1,1,0,0,843,shangcai|hold|||
s38,endgame,tarot,6,1,1,0,0,1142,shangcai|hold|||
s38,endgame,tarot,7,1,1,0,0,1242,shangcai|hold|||
s38,endgame,yarrow,0,1,1,0,0,1338,shangcai|hold|||
s38,endgame,yarrow,1,1,0,0,1,1082,shangcai|support|zheng|wei|hold
s38,endgame,yarrow,2,1,1,0,0,903,shangcai|hold|||
